Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	population	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	new_profits_3	new_profits_4	gains_3	gains_4	reallocation_0.8residual_1	reallocation_0.8residual_2	reallocation_0.2residual_1	reallocation_0.2residual_2	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_1_%gdp	gains_1_%pop	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_2_%gdp	gains_2_%pop	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_3_%gdp	gains_3_%pop	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_4_%gdp	gains_4_%pop	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_5_%gdp	gains_5_%pop	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_6_%gdp	gains_6_%pop	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_7_%gdp	gains_7_%pop	gains_8_tax	gains_8_%tot_tax	gains_8_%cit	gains_8_%gdp	gains_8_%pop
Oman	43.0	2066175218.0	-382713894.0	174030150.0	168286982.0	453406368.0	3236188326.0	5907.0	2345015932.0	OM	-45.47265012542241						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	66824000000.0	2015.0	Middle East & North Africa	High Income	1980.0	OMN	0.02528636978839996	0.013012907272307134		0.02528636978839996	2191.0	4.0	0.12599999879999998	4305439.75	False	False	False	False	False	False	False	False	False	False	True	1689736374.7400389	869574515.564652		1689736374.7400389	-125603636.09241027	-558590088.9	121227340.3633759	162906250.96134442	297103535.2633759	338782445.86134446	679817429.2633759	721496339.8613445	-4376295.729034364	37302614.868934155	378337598.27096564	420016508.86893415	-205688206.3260718	-205688206.3260718	24245468.07267518	32581250.192268886	-307046374.3458069	-298710592.22621316	75667519.6541931	84003301.77378684	180449383.3396812	242489296.88665268	563163277.3396811	625203190.8866527	85656995.27140443	0.05069252017764162	0.09850449126350451	0.0012818298107177726	19.895063047021953	90908537.95673378	0.053800426691246316	0.10454370077497381	0.0013604174840885577	21.11480899407169	47670536.92813655	0.028211819098390732	0.05482053127693379	0.0007133744901253524	11.072164446880612	52922079.61346588	0.03131972561199542	0.06085974078840306	0.0007919621634961373	12.29191039393035	9534107.385627307	0.005642363819678145	0.010964106255386755	0.00014267489802507043	2.2144328893761216	10584415.922693178	0.006263945122399085	0.012171948157680614	0.0001583924326992275	2.45838207878607	70958572.26900388	0.041993871546927346	0.08160148555288266	0.0010618725647821724	16.481143945633864	78775601.3014744	0.046620054157024235	0.09059097281654124	0.0011788519289697476	18.296760813218768
Pakistan	65.0	2231538611.0	428443080.0	161495874.0	103295711.0	346491413.0	762208104.0	9957.0	718431512.0	PK	37.693659097026384						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	278913000000.0	2016.0	South Asia	LMICs	1980.0	PAK	0.09988356618440963			0.09988356618440963	306285.0	3.0	0.3300000012	191286550.25	False	True	True	False	False	False	False	False	False	False	True	27858825095.192245			27858825095.192245	140611588.8403869	374560716.6	130929598.01907375	237891957.7742295	184811961.41907376	291774321.1742295	-243631118.58092624	-136668758.8257705	271541186.85946065	378503546.6146164	-156901893.14053935	-49939533.385383606	230265192.9276905	230265192.9276905	26185919.603814755	47578391.55484591	397062701.37189215	418455173.3229233	-31380378.628107846	-9987906.677076697	194891392.92040372	354107059.9516184	-233551687.07959628	-74336020.04838163	-80398269.424063	-0.002885917448038316		-0.0002882557264238777	-0.4203027830183947	-45100690.57650678	-0.001618901386630625		-0.00016170164379755256	-0.23577554468708276	-51777624.92466026	-0.0018585717361639855		-0.00018564077301760857	-0.2706809488539054	-16480046.07710403	-0.0005915556747562941		-5.908669039128341e-05	-0.08615371052259348	-10355524.984932043	-0.00037171434723279675		-3.7128154603521684e-05	-0.05413618977078104	-3296009.2154207984	-0.00011831113495125855		-1.1817338078256654e-05	-0.017230742104518654	-77072057.0165288	-0.002766522161404056		-0.000276330099409238	-0.4029141459020525	-24530886.70516916	-0.0008805427587613016		-8.795175092293711e-05	-0.12824156571964296
Papua-New Guinea	27.0	1444596292.0	158402548.0	28320479.0	15942236.0	2899122476.0	-977851661.0	960.0	5855905174.0	PG	17.878802681886153						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	22568000000.0	2015.0	East Asia & Pacific	LMICs	1980.0	PNG	0.13938857160309073			0.13938857160309073	2788.0	3.0	0.300000012	8002940.75	False	False	False	False	False	False	False	False	False	False	True	3145721283.9385514			3145721283.9385514	51986448.11965606	-280790340.05	84757848.63370419	59003416.87626808	523950736.6837042	498196304.9262681	365548188.6837042	339793756.9262681	136744296.75336024	110989864.99592414	-21658251.24663976	-47412683.004075855	85132879.90427516	85132879.90427516	16951569.72674084	11800683.375253618	154070897.75067207	148920011.39918485	-4331650.249327928	-9482536.600815147	126163796.65927736	87827796.58732271	-32238751.340722635	-70574751.41267729	109664460.99168952	0.03486146771858498		0.004859290189280819	13.703020479276885	101938131.1554055	0.03240532836646464		0.0045169324333306235	12.73758413810642	-6497475.633890942	-0.002065496287629106		-0.0002879065771841077	-0.8118860100133743	-14223805.470174951	-0.004521635639749449		-0.0006302643331343031	-1.7773223511838385	-1299495.1267781812	-0.00041309925752581886		-5.758131543682122e-05	-0.16237720200267397	-2844761.0940349833	-0.0009043271279498877		-0.0001260528666268603	-0.3554644702367668	-9671625.789081806	-0.0030745336017094934		-0.00042855484708799213	-1.2085089832861509	-21172426.2707002	-0.006730547419697525		-0.0009381613909385059	-2.6455807848758846
Philippines	255.0	18551669398.0	1929071577.0	441498828.0	430522034.0	3296717049.0	4913569063.0	235692.0	6525530912.0	PH	22.88659649874671						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	304906000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	PHL	0.1423905946720181	0.03722507901882533	0.03722507901882533	0.1423905946720181	270062.0	5.0	0.300000012	102514230.0	False	True	True	False	False	False	False	False	False	False	True	43415746659.066345	11350149943.313957	11350149943.313957	43415746659.066345	633105847.8731894	1439656758.6	1088469903.630492	4625755681.308863	1577884722.0304918	5115170499.708862	-351186854.9695082	3186098922.7088623	1721575751.5036814	5258861529.182053	-207495825.49631858	3329789952.1820526	1036772583.3014485	1036772583.3014485	217693980.72609845	925151136.2617725	1887572411.9007363	2595029567.4364104	-41499165.09926367	665957990.4364104	1620209783.5783525	6885532237.778827	-308861793.42164755	4956460660.778827	-105356060.70509471	-0.0024266785397572704	-0.0092823496809535	-0.0003455362003538622	-1.027721329078848	955829715.0458457	0.02201573826546741	0.08421295928419846	0.003134834063763408	9.323873525127642	-62248750.13884547	-0.0014337827845659382	-0.005484398924219887	-0.00020415718332484592	-0.607220579414638	998937025.6120951	0.023008634020658746	0.08801091004093209	0.003276213080792425	9.744374274791852	-12449750.027769081	-0.0002867565569131873	-0.001096879784843976	-4.083143666496914e-05	-0.12144411588292749	199787405.122419	0.004601726804131749	0.017602182008186414	0.0006552426161584849	1.94887485495837	-92658541.73283578	-0.0021342150915994035	-0.008163640321546433	-0.00030389215605083463	-0.9038602907404736	1486938257.711176	0.03424882380551353	0.1310060453066603	0.004876710388484241	14.504701032346201
Qatar	76.0	3680877548.0	1426132163.0	610157406.0	434444579.0	4785654058.0	11129802212.0	4506.0	4404964077.0	QA	42.784071619034094						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	152469000000.0	2016.0	Middle East & North Africa	High Income	1980.0	QAT		0.04361271252968545			28631.0	2.0	0.100000001	2516243.25	False	False	False	False	False	False	False	False	False	False	True		6649586666.688611			468045158.6143196	1095759857.225	215965708.74528053	186014066.32339907	546338014.5202805	516386372.09839904	-879794148.4797195	-909745790.901601	684010867.3596002	654059224.9377186	-742121295.6403998	-772072938.0622814	766469603.5085443	766469603.5085443	43193141.749056116	37202813.26467981	1277707903.87192	1271717575.387544	-148424259.1280799	-154414587.61245608	321469388.4134457	276885754.1537273	-1104662774.5865543	-1149246408.8462727	-87979415.72776611		-0.013230809693556257	-0.0005770314997000447	-34.96459085494461	-90974579.99990588		-0.01368123833254884	-0.0005966759144475656	-36.15492262121553	-74212130.30616128		-0.011160412522770795	-0.0004867358630683043	-29.49322578656149	-77207294.57830107		-0.011610841161763379	-0.0005063802778158253	-30.68355755283241	-14842426.061232248		-0.002232082504554158	-9.73471726136608e-05	-5.898645157312294	-15441458.915660197		-0.0023221682323526734	-0.00010127605556316495	-6.136711510566475	-110466278.56331821		-0.016612503017173045	-0.0007245163184865002	-43.90127169275793	-114924642.03387369		-0.01728297528771128	-0.0007537574328806098	-45.67310494876586
Saudi Arabia	140.0	11366789052.0	753474801.0	315802465.0	263506800.0	1326012721.0	3975197518.0	31851.0	5438219997.0	SA	41.91281043252832						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	644935000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	SAU	0.03384833614864844	0.005426931445511579		0.03384833614864844	547381.0	4.0	0.20000000300000004	31886941.5	False	False	True	False	False	True	False	False	False	True	True	21829976674.028584	3500018031.8110104		21829976674.028584	247284397.54425335	345608301.225	666916142.0778878	885027563.2368172	1074782641.8528876	1292894063.0118172	321307840.85288763	539419262.0118172	914200539.6221411	1132311960.7810707	160725738.62214112	378837159.7810707	404952322.7645973	404952322.7645973	133383228.41557758	177005512.64736345	785619948.7244282	829242232.9562141	32145147.724428177	75767431.95621407	992718360.5324028	1317381685.8969243	239243559.53240275	563906884.8969243	64261569.13450106	0.0029437305451156946	0.018360353732592136	9.964038102212016e-05	2.015294227403436	107883854.02062126	0.004942005006765404	0.0308237994890555	0.00016727864671729905	3.3833239861095254	32145148.206605446	0.0014725232503271046	0.009184280742111669	4.984246196377224e-05	1.0080975689250549	75767433.09272563	0.003470797711976814	0.02164772649857503	0.00011748072765895111	2.3761273276311443	6429029.64132108	0.0002945046500654205	0.0018368561484223308	9.968492392754432e-06	0.2016195137850107	15153486.618545113	0.0006941595423953622	0.0043295452997150026	2.34961455317902e-05	0.47522546552622846	47848712.62421124	0.0021918810697190297	0.013670990317570715	7.419152724570885e-05	1.5005739143784371	112781378.67110553	0.005166353604274945	0.03222308503729313	0.00017487247346027976	3.536914277937429
Singapore	624.0	309187474241.0	29040590156.0	1811693514.0	2002865363.0	161781552841.0	96812446828.0	126190.0	41745919263.0	SG	6.238487249287841						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	309754000000.0	2017.0	East Asia & Pacific	Tax haven	1980.0	SGP	0.14273744880927802	0.04590259136898617	0.04590259136898617	0.14273744880927802	25863.0	5.0	0.17000000199999998	5556065.5	False	False	False	False	False	False	False	False	False	False	True	44213495718.4691	14218511286.908941	14218511286.908941	44213495718.4691	9530889196.991253	25909646211.275	18140753431.447956	11255631628.299711	21271697376.172955	14386575573.024712	-7768892779.827045	-14654014582.975288	27671642628.43921	20786520825.290962	-1368947527.560791	-8254069330.709038	15607760767.206997	15607760767.206997	3628150686.2895913	2251126325.659942	28766800650.487843	27389776289.858192	-273789505.51215744	-1650813866.1418076	27002883674.671017	16754238609.35337	-2037706481.3289833	-12286351546.64663	-1320711788.1083832	-0.029871236522849478	-0.09288678409844282	-0.004263744094050063	-237.70630279797516	-2491182508.413828	-0.05634439141108667	-0.17520698603006862	-0.008042454684729907	-448.37169547656123	-232721082.42322952	-0.0052635757169052794	-0.016367471792739445	-0.0007513093694455262	-41.88595012481935	-1403191802.728675	-0.031736730605142496	-0.0986876737243653	-0.004530019960125373	-252.55134280340556	-46544216.48464577	-0.001052715143381053	-0.0032734943585478794	-0.0001502618738891048	-8.377190024963847	-280638360.545735	-0.006347346121028499	-0.01973753474487306	-0.0009060039920250748	-50.51026856068111	-346410105.90134007	-0.007834940446851747	-0.024363317573217507	-0.0011183394109562429	-62.348096130497396	-2088679787.5026298	-0.04724077464497192	-0.14689862710350615	-0.006743027652597319	-375.92785533263236
Sri Lanka	46.0	732654356.0	66051756.0	12402132.0	19048885.0	163789596.0	-84521163.0	3515.0	102560311.0	LK	18.776384991187825						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	80978000000.0	2017.0	South Asia	UMICs	1980.0	LKA	0.12713687492014067	0.013335394956042107	0.013335394956042107	0.12541427118341494	83073.0	5.0	0.254000002	21096000.0	False	True	True	False	False	False	False	False	False	False	True	10295289857.283152	1079873612.7503777	1079873612.7503777	10155796851.890575	21677657.524209656	58359732.675	42986547.41851714	82363160.5283702	50678570.743517146	90055183.8533702	-15373185.256482854	24003427.853370205	64664204.9427268	104040818.05257985	-1387551.0572732016	37989062.05257985	35499278.78063228	35499278.78063228	8597309.483703427	16472632.105674041	65774245.78854536	73649568.41051598	-277510.21145463735	7597812.410515979	63986357.78300738	122599254.28291969	-2065398.2169926167	56547498.28291969	-3904789.0858930154	-0.00037927917912196205	-0.003615968609463228	-4.822036955584252e-05	-0.18509618344202766	6096870.722762887	0.000592200006729272	0.005645911383309477	7.529045818324591e-05	0.2890060069569059	-352437.9713224953	-3.4232933332437615e-05	-0.0003263696484117762	-4.352268163235636e-06	-0.016706388477554766	9649221.837333405	0.0009372462525187961	0.008935510344360928	0.00011915855957585276	0.45739580192137874	-70487.59426449832	-6.846586666487451e-06	-6.527392968235455e-05	-8.704536326471179e-07	-0.0033412776955109177	1929844.3674666835	0.00018744925050375946	0.0017871020688721877	2.3831711915170582e-05	0.09147916038427585	-524611.151246921	-5.0956423618884096e-05	-0.00048580791775323207	-6.478440456011769e-06	-0.024867802012083856	14363064.676956598	0.0013951102762585939	0.013300690476522225	0.00017736996069249176	0.6808430355023036
Taiwan	342.0	31413923822.0	2818344176.0	508014233.0	535051001.0	8288453698.0	5339229233.0	82295.0	8625486269.0	TW	18.025273042450443						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	530608000000.0	2016.0		High Income									0.17000000199999998	23577271.0	False	False	False	False	False	False	False	False	False	False	True					924957995.555468	2171432705.825	1843128502.434084	2346681558.6932273	2490039972.609084	2993593028.868227	-328304203.3909159	175248852.868227	2768086497.989552	3271639554.2486954	-50257678.01044798	453295378.2486954	1514708944.3556256	1514708944.3556256	368625700.48681676	469336311.7386455	2808292640.3979106	2909003251.6497393	-10051535.602089405	90659075.64973927	2743534591.1498694	3493083646.7375464	-74809584.85013056	674739470.7375464	-55811715.2330641			-0.00010518445864567458	-2.3671830057458347	29792305.338096295			5.614748616322463e-05	1.2636027866879205	-8543805.362291511			-1.6101915844260754e-05	-0.36237465151465204	77060215.20886897			0.00014523002896463862	3.2684111409191066	-1708761.07245827			-3.2203831688520906e-06	-0.07247493030292904	15412043.041773824			2.9046005792927782e-05	0.6536822281838226	-12717629.574141363			-2.3968032095523177e-05	-0.5394021035827837	114705711.37486182			0.0002161778777833388	4.865097040911216
Thailand	323.0	46179492645.0	4676128460.0	796209467.0	782048039.0	7580679303.0	6629339279.0	136602.0	17281122577.0	TH	17.02710851104377						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	411847000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	THA	0.17301457097359946	0.03998368820724284	0.03998368820724284	0.16308132172884346	684362.0	5.0	0.20000000300000004	68743849.75	False	False	True	False	False	False	False	False	False	False	True	71255532011.76402	16467162037.08834	16467162037.08834	67164553110.05899	1534667924.5755389	3380044266.7250004	2709459015.824586	3720290896.038691	4005543209.0995855	5016375089.313691	-670585250.9004145	340246629.31369114	4244126940.4001245	5254958820.61423	-432001519.59987545	578830360.6142302	2513168428.3395686	2513168428.3395686	541891803.1649172	744058179.2077383	4589728156.080025	4791894532.122846	-86400303.91997528	115766072.12284565	4033085334.7451167	5537729327.576885	-643043125.2548833	861600867.5768852	-134117052.19183867	-0.0018821984540048967	-0.008144515241288822	-0.0003256477580068294	-1.9509680164782839	68049326.88347813	0.0009550041233604634	0.004132425898901906	0.00016522962868122904	0.9898969454133333	-86400305.21597967	-0.0012125417181884951	-0.005246824256747074	-0.00020978738515997365	-1.256844147224671	115766073.85933714	0.0016246608591768648	0.007030116883443654	0.0002810900015280848	1.684020814666946	-17280061.04319597	-0.00024250834363769954	-0.001049364851349417	-4.1957477031994816e-05	-0.25136882944493477	23153214.77186735	0.0003249321718353719	0.0014060233766887262	5.621800030561677e-05	0.3368041629333881	-128608626.98010606	-0.001804893225116518	-0.007810005554718288	-0.00031227282699669063	-1.8708382996852173	172320176.10017967	0.0024183410218834695	0.010464473217186406	0.0004184082343690246	2.506699533512519
United Arab Emirates	356.0	28633908563.0	3300031181.0	1530819563.0	1668956333.0	5702338104.0	5164835041.0	38222.0	11203581506.0	AE	46.38803329537389						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	348743000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	ARE	0.121849666550416			0.11857566850058007	149832.0	3.0	0.550000012	9223731.5	False	False	False	False	False	False	False	False	False	False	True	42494218261.791725			41352434359.8978	1083043814.3223796	2459762568.05	1680018494.588577	1501906491.675536	2520287107.538577	2342175104.625536	-779744073.4614229	-957856076.374464	2763062308.9109564	2584950305.9979153	-536968872.0890436	-715080875.0020847	1773589893.3420963	1773589893.3420963	336003698.91771543	300381298.3351072	3192637406.5821915	3157015005.9995832	-107393774.41780853	-143016175.00041676	2500741997.960682	2235618627.31909	-799289183.0393181	-1064412553.6809101	-428859249.7607115	-0.010092178825803138		-0.0012297286246912812	-46.49520096727788	-526820853.50022817	-0.01239747135138886		-0.0015106277502350675	-57.11580540914793	-295332886.09260046	-0.006949954562598608		-0.0008468496459931826	-32.01880779948988	-393294489.83211714	-0.009255247088184327		-0.001127748771536969	-42.63941224135993	-59066577.21851999	-0.001389990912519719		-0.00016936992919863622	-6.403761559897965	-78658897.96642332	-0.0018510494176368628		-0.00022554975430739345	-8.527882448271972	-439609060.2630952	-0.010345149957926524		-0.001260553072787397	-47.660652336106615	-585426917.2974513	-0.013776625179709031		-0.0016786771843376104	-63.46963994967235
